4.878822589054813696e-01,-2.245075379214674875e-03,6.050003934776754244e-04,7.741981968836878772e-04,7.235286789443825910e-03,1.780687584647632285e-02,-5.848229219258870709e-02,-2.151476067477039403e-03,-3.836856259393019251e-03,-8.621049712410601418e-03
-1.350623103814507439e-02,-1.939531282294199022e-02,-1.930241112704522005e-02,5.007218496579300959e-01,1.453325541818100211e-02,1.387994923025540148e-03,1.828375978188229341e-03,2.856604860467592578e-03,-7.215390819689622079e-03,4.543717688273310462e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.268021383871461129e-03,-2.158327176305288326e-03,-2.295104247415697806e-03,5.004495168395968197e-01,5.628463509034206712e-04,5.868482978548851276e-04,5.722033583372188080e-04,7.117067556678687663e-04,6.778826400918934285e-04,6.239038004109260377e-02
5.519188860597210727e-02,-2.124296767414071696e-01,-3.098007626989178823e-02,5.045679992981885187e-01,4.206001084419001557e-01,4.397178050466822308e-01,1.247438206279182227e-01,-3.262264758898138217e-02,-1.972003570447142945e-02,1.218365834408149245e-01
1.012345351875477972e-03,-2.099241369139933366e-01,-1.322897965220326266e-01,5.498986775558989404e-01,4.795929984663279688e-01,-7.971707628435811821e-02,-2.719652022171775707e-02,8.266110226359638102e-02,2.181891134337928667e-02,7.039003830298962150e-02
3.189337104479513241e-01,1.471210685098932880e-01,-2.767103731717314268e-03,-6.264682057662870895e-02,-3.183695654800371144e-02,-2.111110199047712063e-02,-8.583472379344690706e-02,-1.088052450534020693e-01,-8.927343720913044622e-02,-5.529865029605183363e-02
1.888683463104165461e-02,-2.221866959607311093e-02,-2.011911215842333844e-02,4.478274041367773517e-01,-2.872231945293454020e-03,-2.554219177783316128e-02,5.420664985947328506e-03,-2.149114023521357317e-03,-2.194279389802267569e-02,-9.296195615666672310e-03
4.978639149288778265e-01,1.377099919087074794e-03,5.911075031092411208e-04,5.800626953971412848e-03,8.916026985853394435e-04,5.980070284733731041e-03,-3.669543719503142766e-03,5.173080387421955667e-03,2.949739752196449058e-03,9.029326637335013278e-05
4.456054497234166259e-03,-2.316831948202088473e-02,-1.809420984791099835e-02,5.061832831086460205e-01,1.910298648847166261e-03,4.815450963627160470e-03,2.466914704543351784e-03,2.762658789657544082e-03,2.886701100843847793e-03,2.326548252394939047e-03
