0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.310344827586206407e+01,9.080459770114941875e+01,9.195402298850574141e+01,9.425287356321838672e+01,9.425287356321838672e+01,9.655172413793103203e+01,9.425287356321838672e+01,9.359605911330048400e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.195402298850574141e+01,9.310344827586206407e+01,8.850574712643678765e+01,8.965517241379311031e+01,9.080459770114941875e+01,9.425287356321838672e+01,9.195402298850574141e+01,9.146141215106730726e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.195402298850574141e+01,9.195402298850574141e+01,9.080459770114941875e+01,9.195402298850574141e+01,9.080459770114941875e+01,9.425287356321838672e+01,9.425287356321838672e+01,9.228243021346470698e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.195402298850574141e+01,9.195402298850574141e+01,9.195402298850574141e+01,9.195402298850574141e+01,9.310344827586206407e+01,9.425287356321838672e+01,9.425287356321838672e+01,9.277504105090311270e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.310344827586206407e+01,9.195402298850574141e+01,9.195402298850574141e+01,9.425287356321838672e+01,9.425287356321838672e+01,9.540229885057470938e+01,9.425287356321838672e+01,9.359605911330048400e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.195402298850574141e+01,9.195402298850574141e+01,8.850574712643678765e+01,8.965517241379311031e+01,9.080459770114941875e+01,9.425287356321838672e+01,9.195402298850574141e+01,9.129720853858783869e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.195402298850574141e+01,9.195402298850574141e+01,9.080459770114941875e+01,9.310344827586206407e+01,9.425287356321838672e+01,9.425287356321838672e+01,9.540229885057470938e+01,9.310344827586206407e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.459770114942527641e+01,6.436781609195401188e+01,6.344827586206896797e+01,6.448275862068966546e+01,6.482758620689654094e+01,6.632183908045976750e+01,6.563218390804597391e+01,6.481116584564860261e+01
