4.886363636363636687e+01,5.113636363636363313e+01,5.402298850574712930e+01,8.735632183908046500e+01,8.965517241379311031e+01,8.735632183908046500e+01,8.965517241379311031e+01,8.965517241379311031e+01,9.425287356321838672e+01,9.425287356321838672e+01,7.862068965517241281e+01
4.886363636363636687e+01,5.340909090909090651e+01,5.287356321839080664e+01,8.620689655172412813e+01,8.850574712643678765e+01,8.735632183908046500e+01,8.850574712643678765e+01,8.620689655172412813e+01,9.195402298850574141e+01,9.425287356321838672e+01,7.781347962382444905e+01
5.227272727272727337e+01,4.090909090909091361e+01,4.712643678160919336e+01,5.862068965517240571e+01,6.206896551724138078e+01,6.551724137931034875e+01,6.896551724137931672e+01,5.402298850574712930e+01,6.896551724137931672e+01,7.126436781609196203e+01,5.897335423197493043e+01
4.431818181818182012e+01,5.227272727272727337e+01,5.517241379310344485e+01,9.310344827586206407e+01,9.310344827586206407e+01,9.425287356321838672e+01,9.425287356321838672e+01,9.770114942528735469e+01,9.770114942528735469e+01,9.425287356321838672e+01,8.161311389759666213e+01
4.772727272727272663e+01,5.340909090909090651e+01,5.402298850574712930e+01,9.195402298850574141e+01,9.310344827586206407e+01,8.965517241379311031e+01,9.195402298850574141e+01,9.195402298850574141e+01,9.310344827586206407e+01,9.655172413793103203e+01,8.034352142110762429e+01
4.659090909090908639e+01,5.227272727272727337e+01,5.517241379310344485e+01,9.195402298850574141e+01,9.310344827586206407e+01,9.425287356321838672e+01,9.425287356321838672e+01,9.655172413793103203e+01,9.425287356321838672e+01,9.770114942528735469e+01,8.161050156739811712e+01
4.545454545454545325e+01,5.340909090909090651e+01,5.517241379310344485e+01,9.310344827586206407e+01,9.195402298850574141e+01,9.195402298850574141e+01,9.425287356321838672e+01,9.655172413793103203e+01,9.770114942528735469e+01,9.540229885057470938e+01,8.149555903866249196e+01
4.431818181818182012e+01,5.340909090909090651e+01,5.402298850574712930e+01,9.195402298850574141e+01,9.195402298850574141e+01,9.425287356321838672e+01,9.425287356321838672e+01,9.655172413793103203e+01,9.540229885057470938e+01,9.655172413793103203e+01,8.126698014629049283e+01
4.659090909090908639e+01,5.568181818181817988e+01,5.402298850574712930e+01,9.080459770114941875e+01,9.310344827586206407e+01,9.080459770114941875e+01,9.195402298850574141e+01,9.310344827586206407e+01,9.425287356321838672e+01,9.540229885057470938e+01,8.057210031347960921e+01
4.772727272727272663e+01,5.227272727272727337e+01,5.402298850574712930e+01,9.080459770114941875e+01,9.080459770114941875e+01,8.965517241379311031e+01,8.965517241379311031e+01,8.735632183908046500e+01,9.195402298850574141e+01,9.425287356321838672e+01,7.885057471264367734e+01
4.727272727272726627e+01,5.181818181818181301e+01,5.356321839080460734e+01,8.758620689655171532e+01,8.873563218390805218e+01,8.850574712643677344e+01,8.977011494252873547e+01,8.896551724137931672e+01,9.195402298850572720e+01,9.298850574712643891e+01,7.811598746081504885e+01
