5.537090233661762229e-01,6.166177490619189488e-02,-8.369844377394061730e-03,5.019852146875791732e-01,2.314935008497508717e-01,-5.323377122722335042e-02,-4.920796008660782012e-02,-1.271225171539651019e-02,-5.018825346911272300e-02,-1.257348290138535912e-02
4.977023785409118162e-01,-7.693103048312572873e-04,-1.333448761055548541e-03,-1.407523677238278412e-02,4.996141418231033193e-01,-2.998590936802805230e-03,3.182564811475048321e-03,-3.231221408093429542e-03,-7.592159696651865769e-03,-1.429504320963977462e-03
5.065412720172206562e-01,6.212922943596842495e-01,-8.565452573652064527e-03,4.048477456799183527e-03,4.728456799990034265e-02,-2.456457047841382677e-02,-8.238602125622369876e-02,-7.390899405776989173e-02,-1.014757397329909688e-01,2.700078793663928528e-02
-7.253480895575929732e-02,-1.840303399076584911e-01,-9.274267859139280479e-02,4.569669256049963546e-01,2.035631229002941023e-01,4.236923883536982127e-01,-5.466236624464100406e-03,5.206091610898992694e-02,9.524798327205465098e-03,-6.844914846759007215e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.825133101945614511e-01,-3.821877346450871897e-03,-3.882918574215597231e-04,5.082693421810285939e-01,4.735507372767656098e-01,5.161335263739061929e-01,2.363780626117932271e-01,-8.912243019901944230e-02,-9.112438935187562594e-02,-8.217789510949959075e-02
3.039688938947151531e-01,-7.228259065909760361e-02,-1.119012268337115784e-01,4.520914462957965618e-01,1.992003992612529084e-01,4.300204494636484243e-01,-1.454210032161758030e-02,2.215383235681934321e-02,-7.819434850150793620e-03,-9.698711778509754022e-02
1.295277261785506562e-01,-1.986349126775761031e-01,-7.157896573662284045e-02,5.742747302601935999e-01,3.944801826558179680e-01,3.594720070638967035e-01,-2.177481800368210804e-02,3.985492197878502674e-02,3.579927973784897272e-02,4.942067329689641547e-03
-5.876012483256190522e-02,-5.144865947727016858e-02,-6.845906881028522573e-02,2.431895259833532219e-01,2.160331634926584421e-01,-2.630347363729201859e-02,8.404710556088824946e-02,9.283202527953247907e-03,6.844304630782102605e-02,1.608479125740117782e-02
-2.764366158857214581e-04,-5.357164720988875570e-03,-1.875228728041855031e-01,5.910726301278083072e-01,-5.036941261129827818e-02,-7.365402484967022156e-02,1.985539863973867503e-02,-8.678102062698266755e-03,-6.032756117609029689e-02,5.378943656287391017e-02
