5.531673613120145078e-02,4.515326829102009887e-01,8.202511145758947242e-01,-2.745643158313072069e-02,-1.664194215480084837e-01,-8.970615441182522298e-02,6.611429881850508505e-02,-2.145233776516618229e-02,-1.942594458826037984e-01,-1.007807529496940468e-01
1.743462818318566865e-02,3.895538089645618207e-01,6.227557308118517598e-01,2.751943398565923071e-01,-1.314751829269832258e-02,-2.021580275713711142e-02,4.352975059581997569e-03,9.587078295022079255e-02,1.034647652345336150e-01,9.275933596413368787e-02
9.564537823269345096e-02,5.183414897570334245e-01,4.847277794987662203e-01,-4.977015832603266104e-02,-4.014818333043452259e-01,-2.544220761283342291e-01,2.163197627202365636e-01,5.513886183018487479e-03,1.011966020365432928e-01,2.395666702406275272e-01
-1.009191515153037288e-01,-3.326873996130141342e-01,-1.616065257804241428e-01,5.140796839942715080e-01,1.109143657420155193e+00,3.115551950977593632e-01,-6.445367051164828387e-02,4.303317477436827826e-02,1.727369867021649186e-01,-9.854830160552009721e-02
-5.263247488626764115e-02,-1.394102943144494289e-01,-1.901891476182125673e-01,8.935935055432898677e-01,6.431017086585281151e-01,4.923864463922426604e-01,-4.431866780764859987e-02,-3.031700562634506158e-01,-1.273301198326960981e-01,-9.985478206027809112e-02
2.294656625774930681e-01,1.392267712736245666e-01,-1.147626713152894926e-02,6.865984940389183722e-01,-3.024924905421284491e-02,1.708366784157833163e-02,3.842238374434332054e-02,5.705630718797992385e-02,-1.483358127627630862e-01,-4.012548579499916612e-02
9.421526587496224792e-02,-2.086150532786222311e-01,-7.229023054061656239e-02,3.913300318369800079e-01,6.539568846669459035e-01,1.605086463789417994e-01,-6.959548142908274226e-02,-2.300321142350807146e-01,-1.609302907990738940e-01,1.303771523917736722e-02
2.348646676111031985e-03,5.529077078563473385e-02,6.322760520476090884e-02,6.811407022327703453e-01,5.184111942520582827e-01,-9.942310998275089018e-02,-4.749505054745481458e-02,-7.237130867709038774e-03,-8.061783678325162850e-03,-1.359637722416278879e-02
1.862040691624815558e-01,2.073942092450686836e-02,-1.263188234716723646e-01,4.580846947773934419e-01,5.238845781745389285e-01,1.969369855546508098e-03,-1.969485489137686590e-02,2.007712561720234601e-02,-3.780096900486940026e-02,7.550849928917816034e-02
-2.065424893580083410e-01,-2.464586860113997802e-01,-2.683837046268489623e-01,7.146098090177119833e-01,5.880741691055887399e-01,4.041936969517657685e-01,-6.184657369201026350e-02,-1.285448198898540006e-01,-9.678784579548629745e-04,-9.966492865617698760e-02
